시나리오_ID,회차,페르소나,질문,Base_GPT_응답,RAG_시스템_응답,Human_Evaluation,만족도(상/중/하)
2,1,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 없음
5. 혜택: 배달앱 결제 시 최대 20% 할인, 온라인 쇼핑몰 결제 시 최대 10% 할인, 고정비용 환급 프로그램 제공
6. 해외사용: 가능
7. 추천 이유: 배달앱 결제 및 온라인 쇼핑 시 할인 혜택이 크며, 고정비용 환급 프로그램을 통해 자취하면서 나가는 고정비용도 일정 부분 환급 받을 수 있습니다.","1. 카드명: Point Plan 체크(SOL 모임)  
2. 카드사: 신한카드  
3. 카드종류: 체크  
4. 전월실적: 없음  
5. 혜택: [주말 배달앱 적립] 필수 생활비 - 주말 배달앱 적립  
6. 해외사용: 해외겸용 없음  
7. 추천 이유: 20대 사회초년생 자취러로서 배달의민족을 자주 이용하는 당신에게 적합한 카드입니다. 이 카드는 전월 실적 조건이 없기 때문에 부담 없이 사용할 수 있으며, 주말에 배달앱을 이용할 때 적립 혜택을 제공합니다. 자취하면서 발생하는 고정비를 절약하고, 배달 앱을 통해 필요한 음식을 저렴하게 구매할 수 있어 경제적인 관리에 도움이 될 것입니다.",,
2,2,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 없음
5. 혜택: 배달앱 결제 시 최대 20% 할인, 온라인 쇼핑몰 결제 시 최대 10% 할인, 고정비용 환급 프로그램 제공
6. 해외사용: 가능
7. 추천 이유: 배달앱 결제 및 온라인 쇼핑 시 할인 혜택이 크며, 고정비용 환급 프로그램을 통해 자취하면서 나가는 고정비용도 일정 부분 환급 받을 수 있습니다.","1. 카드명: Point Plan 체크(SOL 모임)  
2. 카드사: 신한카드  
3. 카드종류: 체크  
4. 전월실적: 없음  
5. 혜택: [주말 배달앱 적립] 필수 생활비 - 주말 배달앱 적립  
6. 해외사용: 해외겸용 없음  
7. 추천 이유: 20대 사회초년생 자취러로서 배달의민족을 자주 이용하는 당신에게 적합한 카드입니다. 이 카드는 전월 실적 조건이 없기 때문에 부담 없이 사용할 수 있으며, 주말에 배달앱을 이용할 때 적립 혜택을 제공합니다. 자취 생활에서 발생하는 고정비를 조금이라도 환급받고 싶다는 니즈에 부합하며, 자주 이용하는 배달 앱에서의 혜택을 극대화할 수 있습니다.",,
2,3,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 없음
5. 혜택: 배달앱 결제 시 최대 20% 할인, 온라인 쇼핑몰 결제 시 최대 10% 할인, 매월 1만원 이상 이용 시 1% 캐시백
6. 해외사용: 가능 (해외 이용 시 추가 수수료 발생)
7. 추천 이유: 배달앱 및 온라인 쇼핑몰 결제 시 할인 혜택이 크며, 매월 이용 시 고정비에 대한 캐시백 혜택도 제공되어 자취생에게 적합한 카드입니다.","1. 카드명: Point Plan 체크(SOL 모임)  
2. 카드사: 신한카드  
3. 카드종류: 체크  
4. 전월실적: 없음  
5. 혜택: [주말 배달앱 적립] 필수 생활비 - 주말 배달앱 적립  
6. 해외사용: 해외겸용 없음  
7. 추천 이유: 20대 사회초년생 자취러로서 배달의민족을 자주 이용하는 당신에게 적합한 카드입니다. 이 카드는 전월 실적 조건이 없기 때문에 부담 없이 사용할 수 있으며, 주말에 배달앱을 이용할 때 적립 혜택을 제공합니다. 자취 생활에서 발생하는 고정비를 조금이라도 환급받고 싶다는 니즈에 부합하며, 자주 이용하는 배달 앱에서의 혜택을 극대화할 수 있습니다.",,
2,4,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 없음
5. 혜택: 배달앱 결제 시 최대 20% 할인, 온라인 쇼핑몰 결제 시 최대 10% 할인, 매월 1회 이상 이용 시 1만원 이상 고정비 사용 시 1% 환급
6. 해외사용: 가능
7. 추천 이유: 배달앱 결제와 온라인 쇼핑몰 결제 시 할인 혜택이 크며, 매월 고정비 사용 시 환급 혜택도 제공하여 자취생에게 적합한 카드입니다.","1. 카드명: Point Plan 체크(SOL 모임)  
2. 카드사: 신한카드  
3. 카드종류: 체크  
4. 전월실적: 없음  
5. 혜택: [주말 배달앱 적립] 필수 생활비 - 주말 배달앱 적립  
6. 해외사용: 해외겸용 없음  
7. 추천 이유: 이 카드는 전월 실적 조건이 없기 때문에 자취를 시작한 20대 사회초년생에게 적합합니다. 특히, 매주 배달의민족을 자주 이용하는 사용자에게는 주말 배달앱 적립 혜택이 있어 고정비를 절약하는 데 도움이 됩니다. 자취 생활에서 발생하는 배달비를 환급받을 수 있어 경제적인 부담을 줄일 수 있습니다.",,
2,5,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 없음
5. 혜택: 배달앱 결제 시 최대 20% 캐시백, 온라인 쇼핑몰 결제 시 최대 10% 캐시백, 고정비용 환급 프로그램 제공
6. 해외사용: 가능
7. 추천 이유: 배달앱 결제와 온라인 쇼핑몰 결제 시 캐시백 혜택이 매우 유리하며, 고정비용 환급 프로그램을 통해 자취하면서 나가는 고정비용도 일부 환급받을 수 있습니다.","1. 카드명: Point Plan 체크(SOL 모임)  
2. 카드사: 신한카드  
3. 카드종류: 체크  
4. 전월실적: 없음  
5. 혜택: [주말 배달앱 적립] 필수 생활비 - 주말 배달앱 적립  
6. 해외사용: 해외겸용 없음  
7. 추천 이유: 20대 사회초년생 자취러로서 배달의민족을 자주 이용하는 당신에게 적합한 카드입니다. 이 카드는 전월 실적 조건이 없기 때문에 부담 없이 사용할 수 있으며, 주말에 배달앱을 이용할 때 적립 혜택을 제공합니다. 자취 생활에서 발생하는 고정비를 조금이라도 환급받고 싶다는 니즈에 부합하며, 자주 이용하는 배달 앱에서의 혜택을 극대화할 수 있습니다.",,
2,6,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 없음
5. 혜택: 배달앱 결제 시 최대 20% 캐시백, 온라인 쇼핑몰 결제 시 최대 10% 캐시백, 고정비용 환급 프로그램 제공
6. 해외사용: 가능
7. 추천 이유: 배달앱과 온라인 쇼핑 혜택이 풍부하며, 고정비용 환급 프로그램을 통해 자취생의 고정비용도 환급 받을 수 있어서 자취생에게 적합한 카드입니다.","1. 카드명: Point Plan 체크(SOL 모임)  
2. 카드사: 신한카드  
3. 카드종류: 체크  
4. 전월실적: 전월실적 없음  
5. 혜택: [주말 배달앱 적립] 필수 생활비 - 주말 배달앱 적립  
6. 해외사용: 해외겸용 없음  
7. 추천 이유: 20대 사회초년생 자취러로서 배달의민족을 자주 이용하는 당신에게 이 카드는 전월 실적 조건이 없기 때문에 부담 없이 사용할 수 있습니다. 주말에 배달앱을 이용할 때 적립 혜택이 있어 고정비 절약에 도움이 될 것입니다. 또한, 자취 생활에서 발생하는 고정비를 조금이라도 환급받을 수 있는 점이 매력적입니다.",,
2,7,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 없음
5. 혜택: 배달앱 결제 시 최대 20% 캐시백, 온라인 쇼핑몰 결제 시 최대 10% 캐시백, 고정비용 환급 프로그램 제공
6. 해외사용: 가능
7. 추천 이유: 배달앱 결제와 온라인 쇼핑몰 결제 시 캐시백 혜택이 크며, 고정비용 환급 프로그램을 통해 자취하면서 나가는 고정비용도 일부 환급받을 수 있어 매우 유용합니다.","1. 카드명: Point Plan 체크(SOL 모임)  
2. 카드사: 신한카드  
3. 카드종류: 체크  
4. 전월실적: 없음  
5. 혜택: [주말 배달앱 적립] 필수 생활비 - 주말 배달앱 적립  
6. 해외사용: 해외겸용 없음  
7. 추천 이유: 20대 사회초년생 자취러로서 배달의민족을 자주 이용하는 당신에게 적합한 카드입니다. 이 카드는 전월 실적 조건이 없기 때문에 부담 없이 사용할 수 있으며, 주말에 배달앱을 이용할 때 적립 혜택을 받을 수 있습니다. 자취 생활에서 발생하는 고정비를 조금이라도 환급받고 싶다는 니즈에 부합하여, 자주 이용하는 배달 앱에서의 혜택을 통해 실질적인 비용 절감이 가능합니다.",,
2,8,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 없음
5. 혜택: 배달앱 결제 시 최대 20% 할인, 온라인 쇼핑몰 결제 시 최대 10% 할인, 매월 1회 이상 이용 시 1만원 이상 고정비용 환급
6. 해외사용: 가능
7. 추천 이유: 배달앱 결제와 온라인 쇼핑몰 결제 시 할인 혜택이 크며, 매월 고정비용 환급도 받을 수 있어 자취생에게 적합한 카드입니다.","1. 카드명: Point Plan 체크(SOL 모임)  
2. 카드사: 신한카드  
3. 카드종류: 체크  
4. 전월실적: 없음  
5. 혜택: [주말 배달앱 적립] 필수 생활비 - 주말 배달앱 적립  
6. 해외사용: 해외겸용 없음  
7. 추천 이유: 20대 사회초년생 자취러로서 배달의민족을 자주 이용하는 당신에게 적합한 카드입니다. 이 카드는 전월 실적 조건이 없기 때문에 부담 없이 사용할 수 있으며, 주말에 배달앱을 이용할 때 적립 혜택을 제공합니다. 자취 생활에서 발생하는 고정비를 조금이라도 환급받고 싶다는 니즈에 부합하며, 배달 앱 사용 시 추가적인 혜택을 통해 경제적인 부담을 줄일 수 있습니다.",,
2,9,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 없음
5. 혜택: 배달앱 결제 시 최대 20% 캐시백, 온라인 쇼핑몰 결제 시 최대 10% 캐시백, 매월 1회 이상 이용 시 1만원 고정비 환급
6. 해외사용: 가능
7. 추천 이유: 배달앱 결제와 온라인 쇼핑몰 결제 시 캐시백 혜택이 매우 유리하며, 매월 1만원 고정비 환급 혜택도 자취생에게 부담을 덜어줄 수 있어서 추천합니다.","1. 카드명: Point Plan 체크(SOL 모임)  
2. 카드사: 신한카드  
3. 카드종류: 체크  
4. 전월실적: 없음  
5. 혜택: [주말 배달앱 적립] 필수 생활비 - 주말 배달앱 적립  
6. 해외사용: 해외겸용 없음  
7. 추천 이유: 20대 사회초년생 자취러로서 배달의민족을 자주 이용하는 당신에게 적합한 카드입니다. 이 카드는 전월 실적 조건이 없기 때문에 부담 없이 사용할 수 있으며, 주말에 배달앱을 이용할 때 적립 혜택을 제공합니다. 자취하면서 발생하는 고정비를 조금이라도 환급받고 싶어하는 당신의 니즈에 부합하며, 배달 앱 사용 시 추가적인 혜택을 통해 생활비 절약에 도움을 줄 것입니다.",,
2,10,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 없음
5. 혜택: 배달앱 결제 시 최대 20% 캐시백, 온라인 쇼핑몰 결제 시 최대 10% 캐시백, 매월 1만원 이상 이용 시 1만원 고정비 환급
6. 해외사용: 가능
7. 추천 이유: 배달앱 결제와 온라인 쇼핑몰 결제 시 캐시백 혜택이 크며, 매월 고정비 환급 혜택도 있어 자취생에게 적합한 카드입니다.","1. 카드명: Point Plan 체크(SOL 모임)  
2. 카드사: 신한카드  
3. 카드종류: 체크  
4. 전월실적: 전월실적 없음  
5. 혜택: [주말 배달앱 적립] 필수 생활비 - 주말 배달앱 적립  
6. 해외사용: 해외겸용 없음  
7. 추천 이유: 20대 사회초년생 자취러로서 배달의민족을 자주 이용하는 당신에게 이 카드는 전월 실적 조건이 없기 때문에 부담 없이 사용할 수 있습니다. 주말에 배달앱을 이용할 때 적립 혜택이 있어 고정비 절약에 도움이 될 것입니다. 또한, 자취 생활에서 자주 발생하는 배달비를 환급받을 수 있어 경제적인 부담을 줄일 수 있습니다.",,
