시나리오_ID,ITERATION,페르소나,질문,Base_GPT_응답,RAG_시스템_응답,Human_Evaluation,만족도(상/중/하)
2,1,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: -
5. 혜택: 배달앱 결제 시 최대 20% 할인, 온라인 쇼핑몰 결제 시 최대 5% 캐시백 제공
6. 해외사용: 해외에서도 사용 가능
7. 추천 이유: 배달앱 결제 및 온라인 쇼핑몰 결제 시 다양한 혜택을 받을 수 있어 자취생의 고정비를 조금이라도 환급받기에 좋은 카드입니다.","1. 카드명: 영리한 PLUS 체크카드
2. 카드사: 우체국
3. 카드종류: 체크
4. 전월실적: 전월실적 30만원 이상
5. 혜택: 배달의민족, 요기요, 쿠팡이츠 15% 캐시백
6. 해외사용: 해외겸용 없음
7. 추천 이유: 영리한 PLUS 체크카드는 배달 앱에서 15%의 높은 캐시백 혜택을 제공하여 자주 배달 음식을 이용하는 20대 사회초년생에게 매우 유리합니다. 또한, 고정비 절약을 위해 배달 앱을 활용할 수 있는 점에서 실용적입니다.",,
2,2,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 신한카드 The BEST 체크카드
2. 카드사: 신한카드
3. 카드종류: 체크
4. 전월실적: 0원 이상
5. 혜택: 배달앱 결제 시 최대 20% 할인, 온라인 쇼핑 시 최대 5% 할인, 공과금 자동이체 시 0.7% 캐시백
6. 해외사용: 해외 사용 가능
7. 추천 이유: 배달 앱 결제 및 온라인 쇼핑 시 할인 혜택이 크고, 고정비용인 공과금 자동이체 시에도 캐시백 혜택이 있어 자취생에게 적합한 체크카드입니다.","1. 카드명: 영리한 PLUS 체크카드
2. 카드사: 우체국
3. 카드종류: 체크
4. 전월실적: 전월실적 30만원 이상
5. 혜택: 배달의민족, 요기요, 쿠팡이츠 15% 캐시백
6. 해외사용: 해외겸용 없음
7. 추천 이유: 영리한 PLUS 체크카드는 배달 앱에서 15% 캐시백 혜택을 제공하여 자취 생활에 필요한 배달 비용을 절약할 수 있습니다. 또한, 전월 실적이 30만원 이상으로 설정되어 있어 첫 월급 관리에도 적합합니다. 고정비 환급 혜택은 없지만, 배달 앱 사용이 잦은 사용자에게 최적화된 카드입니다.",,
2,3,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: -
5. 혜택: 배달앱 결제 시 최대 20% 캐시백, 온라인 쇼핑몰 결제 시 최대 10% 캐시백, 고정비 결제 시 최대 5% 캐시백
6. 해외사용: 미지원
7. 추천 이유: 배달앱 및 온라인 쇼핑몰 이용 시 매우 높은 캐시백 혜택을 제공하며, 고정비 결제 시에도 일정 비율의 캐시백을 받을 수 있어 자취생에게 적합합니다.","1. 카드명: 영리한 PLUS 체크카드
2. 카드사: 우체국
3. 카드종류: 체크
4. 전월실적: 전월실적 30만원 이상
5. 혜택: 배달의민족, 요기요, 쿠팡이츠 15% 캐시백
6. 해외사용: 해외겸용 없음
7. 추천 이유: 배달 앱 이용 시 15% 캐시백 혜택이 있어 자주 이용하는 배달의민족과 쿠팡이츠에서 큰 혜택을 받을 수 있습니다. 또한, 자취하면서 발생하는 고정비에 대한 혜택은 없지만, 배달 앱 사용으로 절약할 수 있는 금액이 크기 때문에 추천합니다.",,
2,4,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 Check Card
2. 카드사: 삼성카드
3. 카드종류: 체크카드
4. 전월실적: -
5. 혜택: 배달 앱 결제 시 캐시백 혜택 및 온라인 쇼핑몰 이용 시 할인 혜택 제공
6. 해외사용: 가능 (해외 이용 시 추가 수수료 발생)
7. 추천 이유: 삼성카드 Check Card는 배달 앱 결제 시 캐시백 혜택과 온라인 쇼핑몰 이용 시 할인 혜택을 제공하여 자취하면서 배달 음식을 주문하거나 온라인 쇼핑을 많이 하는 분들에게 적합한 카드입니다. 또한, 고정비를 결제할 때도 적립이 가능하여 조금씩이라도 환급을 받을 수 있습니다.","1. 카드명: 영리한 PLUS 체크카드
2. 카드사: 우체국
3. 카드종류: 체크
4. 전월실적: 전월실적 30만원 이상
5. 혜택: 배달의민족, 요기요, 쿠팡이츠 15% 캐시백
6. 해외사용: 해외겸용 없음
7. 추천 이유: 영리한 PLUS 체크카드는 배달 앱에서 15%의 높은 캐시백 혜택을 제공하여 자주 배달 음식을 이용하는 20대 사회초년생에게 매우 유리합니다. 자취 생활을 하면서 발생하는 고정비를 절약할 수 있는 혜택이 크기 때문에 추천합니다.",,
2,5,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 0원
5. 혜택: 배달앱 결제 시 최대 20% 할인, 온라인 쇼핑몰 결제 시 최대 10% 할인, 매월 공과금 자동이체 시 최대 2만원 캐시백
6. 해외사용: 불가능
7. 추천 이유: 배달앱과 온라인 쇼핑에서의 할인 혜택이 매우 유용하며, 고정비용인 공과금 자동이체 시에도 캐시백 혜택을 받을 수 있어 자취생에게 적합한 카드입니다.","1. 카드명: 영리한 PLUS 체크카드
2. 카드사: 우체국
3. 카드종류: 체크
4. 전월실적: 전월실적 30만원 이상
5. 혜택: 배달의민족, 요기요, 쿠팡이츠 15% 캐시백
6. 해외사용: 해외겸용 없음
7. 추천 이유: 20대 사회초년생 자취러에게 적합한 카드로, 배달 앱에서 15%의 높은 캐시백 혜택을 제공하여 자주 이용하는 배달 서비스에서 큰 절약을 도와줍니다. 고정비 절약을 원하시는 분에게도 유용할 수 있으며, 온라인 쇼핑 혜택도 고려할 수 있습니다.",,
2,6,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크카드
4. 전월실적: 0원
5. 혜택: 배달앱 결제 시 최대 10% 캐시백, 온라인 쇼핑몰 이용 시 최대 5% 캐시백, 매월 1만원 이상 이용 시 고정비 환급
6. 해외사용: 가능 (해외 이용 시 캐시백 혜택 제공)
7. 추천 이유: 배달앱 및 온라인 쇼핑몰 이용 시 캐시백 혜택이 크며, 매월 고정비 환급까지 받을 수 있어 자취생에게 적합한 카드입니다.","1. 카드명: 영리한 PLUS 체크카드
2. 카드사: 우체국
3. 카드종류: 체크
4. 전월실적: 전월실적 30만원 이상
5. 혜택: 배달의민족, 요기요, 쿠팡이츠 15% 캐시백
6. 해외사용: 해외겸용 없음
7. 추천 이유: 영리한 PLUS 체크카드는 배달 앱에서 15%의 높은 캐시백 혜택을 제공하여 자주 이용하는 배달 서비스에서 큰 절약을 도와줍니다. 또한, 자취 생활을 하면서 발생하는 고정비를 절약할 수 있는 혜택은 없지만, 배달 앱 사용에 집중하여 경제적인 부담을 줄일 수 있습니다.",,
2,7,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크카드
4. 전월실적: 0
5. 혜택: 배달앱 결제 시 최대 10% 캐시백 혜택, 온라인 쇼핑몰 결제 시 최대 5% 캐시백 혜택, 매월 고정비용 환급 프로그램 제공
6. 해외사용: 불가능
7. 추천 이유: 배달앱과 온라인 쇼핑을 많이 이용하는 분들께 적합한 카드로, 매월 고정비용을 환급받을 수 있는 혜택이 있어 자취생에게 유용합니다.","1. 카드명: 영리한 PLUS 체크카드
2. 카드사: 우체국
3. 카드종류: 체크
4. 전월실적: 전월실적 30만원 이상
5. 혜택: 배달의민족, 요기요, 쿠팡이츠 15% 캐시백
6. 해외사용: 해외겸용 없음
7. 추천 이유: 20대 사회초년생 자취러에게 적합한 카드로, 배달 앱에서 15%의 높은 캐시백 혜택을 제공하여 자주 이용하는 배달의민족과 쿠팡이츠에서 큰 절약 효과를 기대할 수 있습니다. 고정비 절약을 위한 추가 혜택은 없지만, 배달 앱 사용 빈도가 높아 실질적인 혜택을 극대화할 수 있습니다.",,
2,8,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 Toss 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 0원 (월 1회 이상 결제 시)
5. 혜택: 배달앱 결제 시 최대 10% 캐시백, 온라인 쇼핑 시 최대 5% 캐시백, 전월 실적 50만원 이상 시 고정비용 0.1% 환급
6. 해외사용: 가능 (해외 이용 시 적용되는 혜택은 없음)
7. 추천 이유: 배달앱과 온라인 쇼핑에서의 캐시백 혜택이 높고, 고정비용 환급도 제공하여 자취생에게 적합한 체크카드입니다.","1. 카드명: 영리한 PLUS 체크카드
2. 카드사: 우체국
3. 카드종류: 체크
4. 전월실적: 전월실적 30만원 이상
5. 혜택: 배달의민족, 요기요, 쿠팡이츠 15% 캐시백
6. 해외사용: 해외겸용 없음
7. 추천 이유: 영리한 PLUS 체크카드는 배달 앱에서 15%의 높은 캐시백 혜택을 제공하여 자취 생활에서 자주 이용하는 배달 서비스를 통해 많은 환급을 받을 수 있습니다. 또한, 전월 실적이 30만원 이상으로 설정되어 있어 첫 월급 관리에도 적합합니다. 고정비 절약을 위해 자주 사용하는 배달 앱에서의 혜택이 크기 때문에 추천드립니다.",,
2,9,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 0
5. 혜택: 배달앱 결제 시 최대 7% 캐시백, 온라인 쇼핑몰 결제 시 최대 2% 캐시백, 공과금 자동이체 시 최대 1% 캐시백
6. 해외사용: 해외 이용시 적용되지 않음
7. 추천 이유: 배달 앱 결제와 온라인 쇼핑몰 결제 시 적용되는 캐시백 혜택이 높고, 고정비용인 공과금 자동이체 시에도 캐시백을 받을 수 있어 자취생에게 적합한 카드입니다.","1. 카드명: 영리한 PLUS 체크카드
2. 카드사: 우체국
3. 카드종류: 체크
4. 전월실적: 전월실적 30만원 이상
5. 혜택: 배달의민족, 요기요, 쿠팡이츠 15% 캐시백
6. 해외사용: 해외겸용 없음
7. 추천 이유: 이 카드는 배달 앱에서 15%의 높은 캐시백 혜택을 제공하여 자취러인 사용자에게 매우 유용합니다. 또한, 고정비 환급 혜택은 없지만, 배달 앱 사용이 잦은 사용자에게는 큰 도움이 될 것입니다.",,
2,10,20대 사회초년생 자취러,배달 앱이랑 온라인 쇼핑 혜택이 제일 큰 체크카드 알려줘. 자취하면서 나가는 고정비도 조금이라도 환급받고 싶어.,"1. 카드명: 삼성카드 T멤버십 체크카드
2. 카드사: 삼성카드
3. 카드종류: 체크
4. 전월실적: 0
5. 혜택: 배달앱 결제 시 최대 20% 캐시백, 온라인 쇼핑몰 결제 시 최대 10% 캐시백, 매월 고정비용 환급 서비스 제공
6. 해외사용: 불가능
7. 추천 이유: 배달앱과 온라인 쇼핑을 많이 이용하시는 분들에게 적합한 카드로, 고정비용 환급 서비스도 제공하여 자취생에게 부담을 덜어줄 수 있습니다.","1. 카드명: 영리한 PLUS 체크카드
2. 카드사: 우체국
3. 카드종류: 체크
4. 전월실적: 전월실적 30만원 이상
5. 혜택: 배달의민족, 요기요, 쿠팡이츠 15% 캐시백
6. 해외사용: 해외겸용 없음
7. 추천 이유: 영리한 PLUS 체크카드는 배달 앱에서 15%의 높은 캐시백 혜택을 제공하여 자주 이용하는 배달 서비스에서 큰 혜택을 누릴 수 있습니다. 또한, 자취 생활을 하면서 발생하는 고정비를 절약할 수 있는 방법으로, 배달 앱 사용을 통해 추가적인 환급을 받을 수 있어 경제적인 관리에 도움이 될 것입니다.",,
3,1,20대 힙스터 외출형,"맛집이나 카페, 영화관에서 할인 많이 되는 체크카드 있어? 소액 결제할 때마다 포인트 쌓이는 게 체감이 컸으면 좋겠어.","1. 카드명: 신한카드 The BEST 체크카드
2. 카드사: 신한카드
3. 카드종류: 체크
4. 전월실적: 상관없음
5. 혜택: 맛집, 카페, 영화 할인 혜택 제공 및 사용금액에 따라 적립되는 포인트
6. 해외사용: 가능
7. 추천 이유: 맛집, 카페, 영화 할인 혜택이 풍부하며, 실적에 따라 적립되는 포인트로 다양한 혜택을 누릴 수 있습니다. 소액 결제 시에도 포인트가 쌓이기 때문에 소비자 입장에서 체감할 수 있는 혜택이 큽니다.","1. 카드명: 신한카드 Pick I 체크 캐릭터형(한교동)
2. 카드사: 신한카드
3. 카드종류: 체크
4. 전월실적: 전월실적 20만원 이상
5. 혜택: [생활 영역] 커피 업종 10% 적립
6. 해외사용: 국내전용 없음 / 해외겸용 없음
7. 추천 이유: 20대 힙스터 외출형 사용자에게 적합한 카드로, 커피 업종에서 10% 적립 혜택이 있어 소액 결제 시에도 포인트가 쌓이는 체감이 큽니다. 또한, 디자인이 예쁜 카드로 핫플레이스에서의 사용에 적합합니다.",,
3,2,20대 힙스터 외출형,"맛집이나 카페, 영화관에서 할인 많이 되는 체크카드 있어? 소액 결제할 때마다 포인트 쌓이는 게 체감이 컸으면 좋겠어.","1. 카드명: 신한카드 Simple 체크
2. 카드사: 신한카드
3. 카드종류: 체크
4. 전월실적: 0원
5. 혜택: 
   - 매월 5만원 이상 이용 시, 맛집, 카페, 영화관 할인 혜택 제공
   - 1만원 이상 소액 결제 시마다 10포인트 적립
6. 해외사용: 가능
7. 추천 이유: 맛집, 카페, 영화관 할인 혜택과 소액 결제 시마다 포인트 적립이 가능하며, 전월실적이 0원이어도 혜택을 받을 수 있는 Simple 체크카드로 많은 소비자들에게 인기가 있는 카드입니다.","1. 카드명: 카드의정석 칼퇴 CHECK
2. 카드사: 우리카드
3. 카드종류: 체크
4. 전월실적: 전월실적 30만원 이상
5. 혜택: 칼퇴(음식점·주점·카페·편의점) 5% 캐시백 (저녁 6~11시 결제 건)
6. 해외사용: 국내전용 없음 / 해외겸용 없음
7. 추천 이유: 이 카드는 음식점, 카페 등에서 저녁 시간대에 소액 결제를 할 때 5% 캐시백 혜택을 제공하여, 자주 외출하는 20대 힙스터에게 적합합니다. 또한, 소액 결제 시 캐시백이 쌓이므로 체감할 수 있는 혜택이 크며, 핫플레이스에서의 소비를 더욱 즐겁게 만들어 줄 것입니다.",,
